ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
16591,Australie,en,3,0,0,0,0,0,0,F
16592,Israel,en,3,0,0,0,0,0,0,F
16593,Etats-Unis,en,3,0,0,0,0,0,0,F
16594,Allemagne,de,3,0,0,0,0,0,0,F
16595,Allemagne,de,3,13,0,0,0,1,0,F
16596,Etats-Unis,en,3,0,0,0,0,0,0,F
16597,Etats-Unis,en,3,0,0,0,0,0,0,F
16598,Etats-Unis,en,3,0,0,0,0,0,0,F
16599,Cor??e du Sud,en,3,0,0,0,0,0,0,F
16600,France,en,3,3,0,0,0,10,0,F
16601,France,fr,3,0,0,0,0,0,0,F
16602,France,fr,3,0,0,0,0,0,0,F
16603,Autriche,de,3,0,0,0,0,0,0,F
16604,Allemagne,de,3,11,0,0,0,3,0,F
16605,France,fr,3,0,0,0,0,0,0,M
16606,Etats-Unis,en,3,0,0,0,0,0,0,M
16607,Italie,it,3,2,0,0,0,0,0,F
16608,Italie,it,3,0,0,0,0,0,0,F
16609,Royaume-Uni,en,3,0,0,0,0,0,0,F
16610,Pays-Bas,en,3,1,0,0,0,0,0,F
16611,Indon??sie,en,3,0,0,0,0,0,0,F
16612,France,fr,3,0,0,0,0,0,0,M
16613,Gr??ce,en,3,0,0,0,0,1,0,F
16614,Australie,en,3,0,0,0,0,0,0,M
16615,France,fr,3,1,0,0,0,0,0,F
16616,France,en,3,0,0,0,0,0,0,F
16617,Australie,en,3,0,0,0,0,0,0,F
16618,Su??de,en,3,33,0,0,0,7,4,F
16619,France,fr,3,0,0,0,0,0,0,F
16620,Australie,en,3,36,0,0,0,22,0,F
16621,Danemark,en,3,0,0,0,0,0,0,F
16622,Russie,en,3,0,0,0,0,0,0,F
16623,Italie,it,3,0,0,0,0,0,0,M
16624,Etats-Unis,en,3,0,0,0,0,0,0,F
16625,Allemagne,de,3,0,0,0,0,0,1,F
16626,Italie,it,3,0,0,0,0,0,0,F
16627,Royaume-Uni,en,3,0,0,0,0,0,0,M
16628,France,fr,3,0,0,0,0,0,0,F
16629,Japon,en,3,0,0,0,0,0,0,M
16630,Italie,it,3,0,0,0,0,0,0,F
16631,Allemagne,de,3,0,0,0,0,0,0,F
16632,Etats-Unis,en,3,0,0,0,0,0,0,M
16633,France,fr,3,0,0,0,0,0,0,M
16634,Canada,en,3,0,0,0,0,0,0,F
16635,Espagne,es,3,0,0,0,0,0,0,F
16636,Allemagne,de,3,0,0,0,0,0,0,M
16637,France,fr,3,0,0,0,0,0,1,F
16638,France,fr,3,0,0,0,0,0,0,F
16639,Allemagne,en,3,8,2,0,0,1,0,F
16640,Italie,it,3,0,0,0,0,0,0,F
16641,Bulgarie,en,3,1,0,0,0,0,0,F
16642,Chine,en,3,0,0,0,0,0,0,F
16643,France,fr,3,0,0,0,0,0,0,F
16644,Etats-Unis,en,3,3,0,0,0,0,0,M
16645,Australie,en,3,0,0,0,0,0,0,F
16646,Argentine,es,3,0,0,0,0,0,0,F
16647,Canada,en,3,0,0,0,0,0,0,F
16648,Moldavie,en,3,1,0,0,0,0,0,F
16649,Lettonie,en,3,1,0,0,0,1,0,F
16650,Italie,it,3,0,0,0,0,0,0,F
16651,Italie,it,3,0,0,0,0,0,0,F
16652,Espagne,en,3,0,0,0,0,1,0,F
16653,Allemagne,de,3,0,0,0,0,5,0,F
16654,Danemark,en,3,46,0,0,0,0,0,F
16655,Italie,it,3,0,0,0,0,0,0,F
16656,Australie,en,3,0,0,0,0,0,0,F
16657,Etats-Unis,fr,3,0,0,0,0,0,0,M
16658,Etats-Unis,en,3,0,0,0,0,0,0,F
16659,Etats-Unis,en,3,0,0,0,0,0,0,F
16660,France,fr,3,0,0,0,0,0,0,F
16661,Su??de,en,3,0,0,0,0,0,0,F
16662,Allemagne,de,3,1,0,0,0,0,0,M
16663,Autriche,en,3,0,0,0,0,0,0,F
16664,Espagne,es,3,0,0,0,0,0,0,F
16665,France,fr,3,0,0,0,0,0,0,F
16666,Italie,it,3,0,0,0,0,0,0,F
16667,Hong Kong,en,3,5,0,0,0,23,0,F
16668,France,fr,3,0,0,0,0,0,0,F
16669,France,fr,3,0,0,0,0,10,0,F
16670,Allemagne,en,3,0,0,0,0,0,0,F
16671,France,fr,3,0,0,0,0,0,0,F
16672,Japon,fr,3,0,0,0,0,0,0,M
16673,Italie,it,3,0,0,0,0,0,0,F
16674,France,fr,3,0,0,0,0,0,0,F
16675,Etats-Unis,en,3,0,0,0,0,0,0,F
16676,Etats-Unis,es,3,0,0,0,0,0,0,F
16677,Belgique,en,3,0,0,0,0,0,0,M
16678,Etats-Unis,en,3,3,0,0,0,3,0,F
16679,Espagne,es,3,0,0,0,0,0,0,F
16680,Etats-Unis,en,3,14,0,0,0,0,0,M
16681,Espagne,es,3,0,0,0,0,0,0,M
16682,Etats-Unis,en,3,0,0,0,0,0,0,F
16683,Etats-Unis,en,3,0,0,0,0,0,0,M
16684,Italie,it,3,0,0,0,0,0,0,F
16685,Italie,it,3,35,0,0,0,12,2,F
16686,Royaume-Uni,en,3,0,0,0,0,0,0,F
16687,France,fr,3,0,0,0,0,0,0,F
16688,France,fr,3,0,0,0,0,0,0,F
16689,France,fr,3,4,0,0,0,0,0,F
16690,Danemark,en,3,0,0,0,0,0,0,M
16691,Espagne,es,3,0,0,0,0,0,0,F
16692,Lettonie,en,3,8,0,0,0,0,0,F
16693,Italie,it,3,0,0,0,0,0,0,M
16694,France,fr,3,0,0,0,0,0,0,F
16695,Allemagne,de,3,2,0,0,0,0,0,F
16696,France,fr,3,0,0,0,0,0,0,M
16697,Autriche,de,3,3,0,0,0,0,0,F
16698,France,fr,3,0,0,0,0,0,0,F
16699,France,en,3,0,0,0,0,0,0,M
16700,Etats-Unis,en,3,0,0,0,0,0,0,F
16701,Espagne,es,3,0,0,0,0,0,0,F
16702,France,en,3,0,0,0,0,0,0,F
16703,Canada,en,3,0,0,0,0,0,0,M
16704,France,en,3,0,0,0,0,0,0,F
16705,France,fr,3,0,0,0,0,0,0,F
16706,France,fr,3,2,0,0,0,3,0,M
16707,Bosnie et Herzegovine,de,3,0,0,0,0,0,0,F
16708,Etats-Unis,en,3,0,0,0,0,0,0,M
16709,France,fr,3,0,0,0,0,0,0,M
16710,Bahre??n,en,3,0,0,0,0,0,0,F
16711,France,fr,3,0,0,0,0,0,0,F
16712,Roumanie,en,3,0,0,0,0,0,0,F
16713,Australie,en,3,0,0,0,0,0,0,M
16714,Etats-Unis,en,3,3,0,0,0,0,0,F
16715,France,fr,3,0,0,0,0,0,0,F
16716,Pays-Bas,en,3,0,0,0,0,0,0,F
16717,Royaume-Uni,en,3,0,0,0,0,0,0,F
16718,Allemagne,de,3,0,0,0,0,0,0,F
16719,Su??de,en,3,0,0,0,0,0,0,M
16720,France,fr,3,0,0,0,0,0,0,F
16721,Allemagne,de,3,11,0,0,0,2,4,F
16722,France,fr,3,0,0,0,0,0,0,F
16723,France,fr,3,0,0,0,0,0,0,F
16724,Russie,en,3,0,0,0,0,0,0,F
16725,France,fr,3,0,0,0,0,0,0,M
16726,France,fr,3,0,0,0,0,0,0,F
16727,Etats-Unis,en,3,0,0,0,0,0,0,F
16728,Finlande,en,3,0,0,0,0,0,0,F
16729,Etats-Unis,en,3,0,0,0,0,0,0,F
16730,France,fr,3,0,0,0,0,0,0,M
16731,Australie,en,3,1,0,0,0,0,0,F
16732,Royaume-Uni,en,3,3,0,0,0,0,0,M
16733,Etats-Unis,fr,3,0,0,0,0,0,0,F
16734,Etats-Unis,en,3,0,0,0,0,0,0,M
16735,Su??de,en,3,2,0,0,0,2,0,F
16736,Etats-Unis,en,3,0,0,0,0,0,0,M
16737,Etats-Unis,en,3,0,0,0,0,0,0,F
16738,Allemagne,de,3,0,0,0,0,0,0,M
16739,Etats-Unis,en,3,0,0,0,0,0,0,M
16740,Bulgarie,en,3,0,0,0,0,0,0,F
16741,Etats-Unis,en,3,0,0,0,0,0,0,F
16742,Russie,en,3,0,0,0,0,0,0,F
16743,Espagne,es,3,0,0,0,0,0,0,F
16744,Italie,it,3,0,0,0,0,0,0,F
16745,Allemagne,de,3,0,0,0,0,0,0,F
16746,Su??de,en,3,0,0,0,0,0,0,F
16747,Malaisie,en,3,0,0,0,0,0,0,F
16748,Danemark,en,3,0,0,0,0,0,0,F
16749,Italie,it,3,0,0,0,0,0,0,F
16750,France,fr,3,0,0,0,0,0,0,M
16751,France,fr,3,0,0,0,0,0,0,M
16752,France,fr,3,0,0,0,0,0,0,M
16753,France,fr,3,0,0,0,0,3,0,F
16754,France,fr,3,0,0,0,0,0,0,F
16755,Etats-Unis,en,3,0,0,0,0,0,0,F
16756,Allemagne,de,3,0,0,0,0,0,0,F
16757,Su??de,en,3,0,0,0,0,0,0,F
16758,Etats-Unis,en,3,0,0,0,0,0,0,F
16759,Etats-Unis,en,3,0,0,0,0,0,0,M
16760,Italie,en,3,3,0,0,0,0,0,F
16761,France,fr,3,0,0,0,0,0,0,F
16762,Italie,it,3,3,0,0,0,0,0,M
16763,Roumanie,en,3,0,0,0,0,0,0,F
16764,France,fr,3,0,0,0,0,0,0,F
16765,Royaume-Uni,en,3,0,0,0,0,0,0,M
16766,Allemagne,en,3,0,0,0,0,0,0,M
16767,Su??de,en,3,0,0,0,0,0,0,F
16768,France,fr,3,0,0,0,0,0,0,F
16769,Etats-Unis,en,3,0,0,0,0,0,0,F
16770,France,fr,3,11,0,0,0,0,0,F
16771,Etats-Unis,en,3,0,0,0,0,0,0,F
16772,France,fr,3,0,0,0,0,0,0,M
16773,France,fr,3,0,0,0,0,0,0,F
16774,Italie,it,3,0,0,0,0,0,0,M
16775,Thailande,en,3,0,0,0,0,0,0,F
16776,Roumanie,en,3,0,0,0,0,0,0,F
16777,France,fr,3,0,0,0,0,0,0,F
16778,France,fr,3,0,0,0,0,0,0,M
16779,Hong Kong,en,3,0,0,0,0,0,0,F
16780,Danemark,en,3,0,0,0,0,0,0,M
16781,Pologne,en,3,0,0,0,0,0,0,F
16782,Cameroun,fr,3,0,0,0,0,0,0,F
16783,France,fr,3,0,0,0,0,0,0,M
16784,Australie,en,3,0,0,0,0,0,0,F
16785,Cor??e du Sud,en,3,0,0,0,0,0,0,M
16786,France,fr,3,0,0,0,0,0,0,F
16787,France,fr,3,3,0,0,0,0,0,F
16788,Etats-Unis,en,3,0,0,0,0,0,0,F
16789,Danemark,en,3,0,0,0,0,0,0,M
16790,France,fr,3,0,0,0,0,0,0,F
16791,Italie,it,3,0,0,0,0,0,0,F
16792,France,fr,3,0,0,0,0,0,0,M
16793,Australie,en,3,0,0,0,0,0,0,F
16794,Espagne,es,3,0,0,0,0,0,0,F
16795,France,fr,3,0,0,0,0,0,0,M
16796,Italie,en,3,0,0,0,0,0,0,F
16797,Australie,en,3,0,0,0,0,0,0,F
16798,Etats-Unis,en,3,0,0,0,0,1,0,F
16799,Italie,it,3,0,0,0,0,0,0,F
16800,France,fr,3,1,0,0,0,0,0,F
16801,Danemark,en,3,0,0,0,0,0,0,F
16802,France,fr,3,0,0,0,0,0,0,F
16803,Etats-Unis,de,3,4,0,0,0,0,0,F
16804,France,fr,3,0,0,0,0,0,0,M
16805,France,fr,3,0,1,0,0,0,0,F
16806,Belgique,fr,3,0,0,0,0,0,0,F
16807,France,fr,3,0,0,0,0,0,0,F
16808,Italie,it,3,0,0,0,0,0,0,F
16809,Royaume-Uni,en,3,0,0,0,0,0,0,F
16810,France,fr,3,0,0,0,0,0,0,F
16811,Irlande,en,3,0,0,0,0,0,0,F
16812,Espagne,es,3,0,0,0,0,0,0,F
16813,France,fr,3,0,0,0,0,0,0,F
16814,France,fr,3,0,0,0,0,0,0,F
16815,Etats-Unis,en,3,0,0,0,0,0,0,F
16816,France,fr,3,0,0,0,0,0,0,F
16817,Australie,en,3,0,0,0,0,0,0,F
16818,Italie,it,3,0,0,0,0,0,0,F
16819,Espagne,es,3,0,0,0,0,2,0,F
16820,France,fr,3,0,0,0,0,0,0,F
16821,Australie,en,3,0,0,0,0,0,0,F
16822,France,fr,3,0,0,0,0,0,0,F
16823,Allemagne,de,3,0,0,0,0,0,1,M
16824,Cor??e du Sud,en,3,0,0,0,0,0,0,M
16825,Russie,fr,3,0,0,0,0,0,0,F
16826,Allemagne,de,3,0,0,0,0,0,0,F
16827,Royaume-Uni,en,3,7,0,0,0,8,0,F
16828,Italie,it,3,0,0,0,0,0,0,F
16829,Allemagne,de,3,0,0,0,0,0,0,F
16830,Allemagne,de,3,0,0,0,0,0,0,F
16831,Espagne,es,3,0,0,0,0,0,0,F
16832,France,fr,3,0,0,0,0,0,0,M
16833,Taiwan,en,3,0,0,0,0,0,0,F
16834,Italie,it,3,0,0,0,0,0,0,F
16835,Danemark,en,3,0,0,0,0,0,0,M
16836,Espagne,es,3,0,1,0,0,0,0,F
16837,Etats-Unis,es,3,0,0,0,0,0,0,F
16838,France,fr,3,0,0,0,0,0,0,F
16839,France,fr,3,0,0,0,0,2,0,F
16840,Allemagne,de,3,0,0,0,0,0,0,M
16841,France,en,3,0,0,0,0,0,0,M
16842,Italie,it,3,0,0,0,0,0,0,F
16843,France,fr,3,1,0,0,0,1,0,F
16844,Australie,en,3,0,0,0,0,0,0,F
16845,France,en,3,0,0,0,0,0,0,F
16846,Pays-Bas,en,3,0,0,0,0,0,0,F
16847,Belgique,en,3,0,0,0,0,0,0,F
16848,Italie,it,3,0,0,0,0,0,0,F
16849,France,fr,3,0,0,0,0,0,0,F
16850,France,fr,3,1,0,0,0,0,0,F
16851,France,fr,3,0,0,0,0,0,0,F
16852,Kowait,en,3,0,0,0,0,0,0,F
16853,Etats-Unis,en,3,0,0,0,0,0,0,M
16854,Italie,it,3,0,0,0,0,0,0,M
16855,Etats-Unis,en,3,0,0,0,0,0,0,F
16856,Togo,fr,3,0,0,0,0,0,0,F
16857,Pays-Bas,en,3,0,0,0,0,0,0,F
16858,France,fr,3,0,0,0,0,0,0,F
16859,France,fr,3,0,0,0,0,0,0,F
16860,Royaume-Uni,en,3,2,0,0,0,1,0,M
16861,Espagne,es,3,0,0,0,0,0,0,F
16862,Etats-Unis,en,3,0,0,0,0,0,0,F
16863,France,fr,3,0,0,0,0,0,0,F
16864,Italie,it,3,0,0,0,0,0,0,F
16865,Chine,en,3,1,0,0,0,0,0,M
16866,France,fr,3,0,0,0,0,0,0,M
16867,Espagne,es,3,0,0,0,0,0,0,F
16868,France,fr,3,0,0,0,0,0,0,F
16869,Belgique,fr,3,0,0,0,0,0,0,F
16870,Italie,de,3,0,0,0,0,0,0,F
16871,Danemark,en,3,0,0,0,0,0,0,F
16872,Royaume-Uni,en,3,0,0,0,0,0,0,F
16873,Italie,it,3,0,0,0,0,0,0,F
16874,Etats-Unis,en,3,0,0,0,0,0,0,F
16875,Belgique,en,3,0,0,0,0,0,0,F
16876,Italie,it,3,0,0,0,0,0,0,F
16877,France,fr,3,0,0,0,0,0,0,M
16878,Allemagne,de,3,0,0,0,0,0,0,F
16879,France,fr,3,0,0,0,0,0,0,F
16880,Etats-Unis,en,3,0,0,0,0,0,0,F
16881,France,fr,3,0,0,0,0,0,0,F
16882,France,fr,3,0,0,0,0,0,0,F
16883,Malaisie,en,3,0,0,0,0,0,0,M
16884,Allemagne,de,3,0,0,0,0,0,0,F
16885,Su??de,en,3,1,0,0,0,0,0,F
16886,Italie,it,3,0,0,0,0,0,0,F
16887,Allemagne,de,3,0,0,0,0,0,0,M
16888,Etats-Unis,en,3,0,0,0,0,0,0,F
16889,Su??de,en,3,0,0,0,0,0,0,F
16890,Allemagne,de,3,1,0,0,0,0,0,M
16891,Belgique,fr,3,0,0,0,0,0,0,F
16892,Allemagne,de,3,0,0,0,0,0,0,F
16893,Royaume-Uni,en,3,0,0,0,0,0,0,F
16894,Italie,it,3,28,0,0,0,6,0,F
16895,France,fr,3,0,0,0,0,0,0,F
16896,France,fr,3,0,0,0,0,0,0,F
16897,Danemark,en,3,0,0,0,0,0,0,M
16898,Danemark,en,3,0,0,0,0,0,0,F
16899,Danemark,en,3,0,0,0,0,1,0,F
16900,Su??de,en,3,0,0,0,0,0,0,F
16901,Etats-Unis,en,3,0,0,0,0,0,0,F
16902,Italie,it,3,1,0,0,0,0,0,F
16903,Royaume-Uni,en,3,0,0,0,0,0,0,F
16904,France,fr,3,0,0,0,0,0,0,M
16905,France,fr,3,55,0,0,0,1,0,F
16906,Etats-Unis,en,3,0,0,0,0,0,0,F
16907,France,fr,3,0,0,0,0,0,0,F
16908,Allemagne,de,3,0,0,0,0,1,0,F
16909,Royaume-Uni,en,3,0,0,0,0,0,0,M
16910,Australie,en,3,0,0,0,0,0,0,M
16911,France,fr,3,0,0,0,0,0,0,M
16912,France,fr,3,0,0,0,0,0,0,F
16913,Kowait,en,3,0,0,0,0,0,0,M
16914,France,fr,3,0,0,0,0,0,0,F
16915,Thailande,en,3,0,0,0,0,0,0,F
16916,Suisse,fr,3,0,0,0,0,0,0,M
16917,Royaume-Uni,en,3,0,0,0,0,0,0,F
16918,Espagne,es,3,5,0,0,0,0,0,F
16919,France,fr,3,0,0,0,0,0,0,M
16920,Australie,en,3,0,0,0,0,0,0,F
16921,France,fr,3,0,0,0,0,0,0,F
16922,Belgique,fr,3,0,0,0,0,0,0,F
16923,Italie,it,3,12,0,0,0,0,0,F
16924,France,fr,3,0,0,0,0,0,0,M
16925,Allemagne,en,3,0,0,0,0,0,0,F
16926,France,fr,3,0,0,0,0,0,0,F
16927,Royaume-Uni,en,3,0,0,0,0,0,0,M
16928,Etats-Unis,en,3,0,0,0,0,0,0,M
16929,France,fr,3,0,0,0,0,0,0,F
16930,Thailande,en,3,0,0,0,0,0,0,F
16931,Italie,it,3,0,0,0,0,0,0,F
16932,France,fr,3,0,0,0,0,0,0,F
16933,France,fr,3,1,0,0,0,0,0,F
16934,Etats-Unis,en,3,0,0,0,0,0,0,F
16935,Royaume-Uni,en,3,0,0,0,0,0,0,F
16936,Australie,en,3,0,0,0,0,0,0,M
16937,France,fr,3,0,0,0,0,0,0,F
16938,Danemark,en,3,0,0,0,0,0,0,F
16939,France,fr,3,0,0,0,0,0,0,F
16940,France,fr,3,0,0,0,0,3,0,M
16941,Royaume-Uni,en,3,0,0,0,0,0,0,F
16942,Italie,it,3,0,0,0,0,0,0,F
16943,Italie,it,3,0,0,0,0,0,0,M
16944,Espagne,es,3,0,0,0,0,0,0,F
16945,Espagne,es,3,0,0,0,0,0,0,F
16946,Roumanie,en,3,0,0,0,0,0,0,M
16947,Macau,en,3,0,0,0,0,0,0,F
16948,Espagne,es,3,2,0,0,0,0,0,F
16949,Italie,it,3,0,0,0,0,0,0,F
16950,Lituanie,en,3,0,0,0,0,0,0,F
16951,France,fr,3,0,1,0,0,4,1,F
16952,France,fr,3,0,0,0,0,0,0,M
16953,France,fr,3,1,0,0,0,0,0,F
16954,Allemagne,de,3,0,0,0,0,0,0,M
16955,R??publique tch??que,en,3,0,0,0,0,0,0,F
16956,Allemagne,de,3,0,0,0,0,0,0,F
16957,Allemagne,de,3,0,0,0,0,0,0,F
16958,Pologne,en,3,0,0,0,0,0,2,F
16959,France,fr,3,0,0,0,0,0,0,F
16960,Pays-Bas,en,3,2,0,0,0,0,0,F
16961,Etats-Unis,en,3,0,0,0,0,0,1,F
16962,Etats-Unis,en,3,7,0,0,0,0,1,F
16963,Italie,it,3,0,0,0,0,0,0,F
16964,Allemagne,de,3,1,0,0,0,0,0,F
16965,France,fr,3,0,0,0,0,0,0,F
16966,Allemagne,de,3,0,0,0,0,0,0,F
16967,Allemagne,de,3,0,0,0,0,0,0,F
16968,Pays-Bas,en,3,0,0,0,0,0,0,F
16969,Chine,en,3,0,0,0,0,0,0,M
16970,Etats-Unis,en,3,0,0,0,0,0,0,F
16971,Allemagne,de,3,1,0,0,0,0,0,F
16972,Suisse,fr,3,0,0,0,0,0,0,M
16973,Allemagne,de,3,1,0,0,0,5,0,F
16974,Etats-Unis,en,3,0,0,0,0,0,0,M
16975,Etats-Unis,en,3,1,0,0,0,0,0,F
16976,Royaume-Uni,en,3,0,0,0,0,0,0,F
16977,France,fr,3,0,0,0,0,0,0,M
16978,Royaume-Uni,en,3,0,0,0,0,0,0,M
16979,France,fr,3,0,0,0,0,0,0,M
16980,France,fr,3,0,0,0,0,0,0,F
16981,Espagne,en,3,0,0,0,0,0,0,F
16982,Espagne,es,3,0,0,0,0,0,0,F
16983,France,fr,3,0,0,0,0,0,0,F
16984,France,fr,3,0,0,0,0,0,0,F
16985,Espagne,es,3,0,0,0,0,0,0,F
16986,Royaume-Uni,en,3,0,0,0,0,0,0,F
16987,France,fr,3,0,0,0,0,0,0,F
16988,France,fr,3,0,0,0,0,0,0,F
16989,Maroc,fr,3,11,0,0,0,0,0,M
16990,France,fr,3,5,0,0,0,1,0,F
16991,France,fr,3,0,0,0,0,0,0,F
16992,Etats-Unis,en,3,0,0,0,0,0,0,F
16993,Etats-Unis,en,3,0,0,0,0,0,0,M
16994,France,fr,3,0,0,0,0,0,0,F
16995,France,en,3,0,0,0,0,0,3,F
16996,France,fr,3,0,0,0,0,0,0,F
16997,France,fr,3,0,0,0,0,0,0,F
16998,Russie,en,3,0,0,0,0,0,0,F
16999,France,fr,3,0,0,0,0,0,0,F
17000,Allemagne,de,3,0,0,0,0,0,1,F
17001,France,fr,3,0,0,0,0,0,0,M
17002,Italie,it,3,0,0,0,0,0,0,M
17003,Chine,en,3,0,0,0,0,0,0,F
17004,Espagne,es,3,0,0,0,0,0,0,F
17005,Royaume-Uni,en,3,0,0,0,0,0,0,F
17006,France,fr,3,1,0,0,0,0,0,M
17007,Arabie Saoudite,en,3,0,0,0,0,0,0,F
17008,Royaume-Uni,en,3,26,0,0,0,10,1,M
17009,Allemagne,de,3,97,0,0,0,8,5,M
17010,Pays-Bas,de,3,0,0,0,0,1,0,F
17011,France,fr,3,0,0,0,0,0,0,M
17012,Etats-Unis,es,3,0,0,0,0,0,0,F
17013,Thailande,en,3,0,0,0,0,0,0,F
17014,Portugal,en,3,0,0,0,0,0,0,F
17015,France,fr,3,0,0,0,0,0,0,M
17016,France,fr,3,0,0,0,0,0,0,F
17017,France,fr,3,0,0,0,0,0,0,F
17018,Allemagne,de,3,0,0,0,0,0,1,F
17019,Suisse,de,3,0,0,0,0,0,0,F
17020,Etats-Unis,fr,3,11,0,0,0,1,0,F
17021,Australie,en,3,0,0,0,0,0,0,F
17022,Su??de,en,3,0,0,0,0,0,0,F
17023,Hong Kong,en,3,0,0,0,0,0,0,F
17024,France,fr,3,0,0,0,0,0,0,M
17025,Italie,it,3,0,0,0,0,0,0,F
17026,Allemagne,en,3,0,0,0,0,0,0,F
17027,Royaume-Uni,en,3,0,0,0,0,0,0,M
17028,Espagne,es,3,0,0,0,0,0,0,F
17029,France,fr,3,0,0,0,0,0,0,M
17030,Etats-Unis,en,3,0,0,0,0,0,0,F
17031,France,fr,3,0,0,0,0,0,0,F
17032,Australie,en,3,0,0,0,0,0,0,M
17033,Etats-Unis,en,3,0,0,0,0,1,0,F
17034,Australie,en,3,0,0,0,0,0,0,F
17035,Italie,it,3,0,0,0,0,0,0,F
17036,Danemark,en,3,0,0,0,0,0,0,M
17037,Belgique,fr,3,0,0,0,0,8,0,F
17038,Italie,en,3,0,0,0,0,0,0,M
17039,Allemagne,de,3,10,0,0,0,0,0,F
17040,France,fr,3,0,0,0,0,0,0,F
17041,Espagne,es,3,0,0,0,0,0,0,F
17042,Australie,en,3,0,0,0,0,0,0,F
17043,Etats-Unis,en,3,0,0,0,0,1,0,F
17044,Espagne,es,3,0,0,0,0,0,0,M
17045,Etats-Unis,en,3,0,0,0,0,0,0,F
17046,Royaume-Uni,en,3,0,0,0,0,0,0,F
17047,Danemark,en,3,0,0,0,0,0,0,M
17048,France,fr,3,2,0,0,0,0,0,M
17049,Belgique,fr,3,1,0,0,0,0,0,M
17050,Australie,en,3,0,0,0,0,0,0,F
17051,Espagne,es,3,0,0,0,0,0,0,M
17052,Royaume-Uni,en,3,0,0,0,0,0,0,F
17053,Pays-Bas,en,3,0,0,0,0,0,0,F
17054,France,fr,3,0,0,0,0,0,0,F
17055,Italie,it,3,0,0,0,0,0,0,F
17056,France,en,3,0,0,0,0,0,0,F
17057,France,en,3,0,0,0,0,0,0,M
17058,Etats-Unis,en,3,0,0,0,0,0,0,F
17059,Etats-Unis,de,3,0,0,0,0,0,0,M
17060,France,fr,3,0,0,0,0,0,0,F
17061,France,fr,3,0,0,0,0,0,0,F
17062,Royaume-Uni,en,3,0,0,0,0,0,0,M
17063,Etats-Unis,en,3,0,0,0,0,0,0,F
17064,Danemark,en,3,0,0,0,0,0,0,F
17065,Italie,it,3,0,0,0,0,0,0,F
17066,Royaume-Uni,en,3,0,0,0,0,0,0,F
17067,Australie,en,3,0,0,0,0,0,0,F
17068,Espagne,es,3,0,0,0,0,0,0,F
17069,France,fr,3,0,0,0,0,0,0,F
17070,Autriche,de,3,0,0,0,0,0,0,F
17071,France,fr,3,0,0,0,0,1,0,F
17072,Royaume-Uni,en,3,0,0,0,0,0,0,M
17073,Australie,en,3,7,0,0,0,0,0,F
17074,France,fr,3,0,0,0,0,0,0,F
17075,Italie,it,3,0,0,0,0,0,0,F
17076,Espagne,es,3,0,0,0,0,0,0,M
17077,France,fr,3,0,0,0,0,0,0,M
17078,Royaume-Uni,en,3,0,0,0,0,0,0,M
17079,Italie,it,3,1,0,0,0,0,0,F
17080,Italie,it,3,2,0,0,0,1,0,F
17081,Belgique,fr,3,0,0,0,0,0,0,F
17082,France,fr,3,0,0,0,0,0,0,M
17083,France,fr,3,2,0,0,0,0,2,F
17084,France,fr,3,0,0,0,0,0,0,F
17085,Italie,it,3,0,0,0,0,0,0,F
17086,Su??de,en,3,0,0,0,0,0,0,M
17087,Allemagne,de,3,0,0,0,0,0,0,F
17088,Belgique,fr,3,0,0,0,0,0,0,M
17089,Espagne,es,3,0,0,0,0,0,0,F
17090,Norv??ge,en,3,1,0,0,0,0,1,F
17091,Allemagne,de,3,0,0,0,0,0,0,F
17092,France,fr,3,0,0,0,0,0,0,M
17093,Royaume-Uni,en,3,0,0,0,0,0,0,M
17094,Belgique,en,3,4,0,0,0,0,0,F
17095,Allemagne,de,3,0,0,0,0,2,0,F
17096,Autriche,de,3,6,0,0,0,0,0,F
17097,Italie,it,3,0,0,0,0,0,0,F
17098,Australie,en,3,0,0,0,0,0,0,F
17099,Etats-Unis,en,3,0,0,0,0,0,0,M
17100,France,fr,3,1,0,0,0,0,0,F
17101,France,en,3,0,0,0,0,1,0,M
17102,Royaume-Uni,en,3,0,0,0,0,0,0,M
17103,France,fr,3,0,0,0,0,0,0,F
17104,Etats-Unis,en,3,0,0,0,0,0,0,F
17105,Italie,it,3,0,0,0,0,0,0,F
17106,France,fr,3,0,0,0,0,0,0,M
17107,Etats-Unis,en,3,0,0,0,0,0,0,F
17108,Australie,en,3,0,0,0,0,0,0,M
17109,Italie,it,3,0,0,0,0,0,0,F
17110,Royaume-Uni,en,3,0,0,0,0,0,0,F
17111,France,fr,3,0,0,0,0,0,0,F
17112,France,en,3,0,0,0,0,0,0,M
17113,Pays-Bas,en,3,0,0,0,0,0,0,F
17114,France,fr,3,0,0,0,0,0,0,M
17115,France,fr,3,0,0,0,0,0,0,F
17116,Royaume-Uni,en,3,0,0,0,0,0,0,F
17117,Royaume-Uni,en,3,0,0,0,0,0,0,F
17118,France,fr,3,0,0,0,0,0,0,F
17119,Arabie Saoudite,en,3,0,0,0,0,0,0,F
17120,Cor??e du Sud,fr,3,0,0,0,0,0,0,M
17121,France,fr,3,0,0,0,0,0,0,M
17122,Australie,en,3,0,0,0,0,0,0,F
17123,France,fr,3,0,0,0,0,0,0,F
