ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
51067,Allemagne,de,3,0,0,0,0,0,0,F
51068,Martinique,fr,3,0,0,0,0,0,0,F
51069,Royaume-Uni,en,3,0,0,0,0,0,0,F
51070,France,fr,3,0,0,0,0,0,0,M
51071,Espagne,es,3,0,0,0,0,0,0,M
51072,France,fr,3,0,0,0,0,0,0,F
51073,Finlande,en,3,0,0,0,0,0,0,M
51074,France,fr,3,0,0,0,0,0,0,F
51075,Italie,it,3,0,0,0,0,0,0,F
51076,Italie,it,3,0,0,0,0,0,0,M
51077,France,fr,3,0,0,0,0,0,0,M
51078,Su??de,en,3,0,0,0,0,0,0,M
51079,Etats-Unis,en,3,0,0,0,0,0,0,F
51080,Royaume-Uni,en,3,0,0,0,0,0,0,F
51081,Royaume-Uni,en,3,0,0,0,0,0,0,F
51082,France,fr,3,0,0,0,0,0,0,M
51083,Espagne,es,3,0,0,0,0,0,0,F
51084,France,fr,3,0,0,0,0,0,0,M
51085,Etats-Unis,en,3,0,0,0,0,0,0,F
51086,Espagne,fr,3,0,0,0,0,0,0,M
51087,France,fr,3,13,0,0,0,2,1,F
51088,France,fr,3,0,0,0,0,0,0,F
51089,Etats-Unis,en,3,0,0,0,0,0,0,F
51090,Russie,en,3,0,0,0,0,0,0,F
51091,Etats-Unis,de,3,0,0,0,0,0,0,F
51092,Espagne,es,3,0,0,0,0,0,0,F
51093,Allemagne,de,3,0,0,0,0,0,0,F
51094,Danemark,en,3,0,0,0,0,0,0,F
51095,Royaume-Uni,en,3,0,0,0,0,0,0,F
51096,Espagne,fr,3,1,0,0,0,0,0,M
51097,Royaume-Uni,en,3,0,0,0,0,0,0,F
51098,France,fr,3,0,0,0,0,0,0,F
51099,Italie,it,3,0,0,0,0,0,0,F
51100,Espagne,es,3,0,0,0,0,0,0,F
51101,Etats-Unis,en,3,6,0,0,0,5,0,F
51102,France,fr,3,0,0,0,0,0,0,M
51103,France,fr,3,1,0,0,0,0,0,F
51104,Italie,it,3,20,0,0,0,0,0,F
51105,Italie,it,3,0,0,0,0,0,0,F
51106,Royaume-Uni,en,3,0,0,0,0,0,0,F
51107,Etats-Unis,en,3,6,0,0,0,0,0,F
51108,Allemagne,de,3,0,0,0,0,0,0,F
51109,Espagne,es,3,0,0,0,0,0,0,F
51110,Danemark,en,3,0,0,0,0,0,0,M
51111,Mali,fr,3,0,0,0,0,0,0,M
51112,Espagne,en,3,0,0,0,0,0,0,F
51113,Royaume-Uni,en,3,0,0,0,0,0,0,F
51114,Etats-Unis,en,3,0,0,0,0,0,0,F
51115,Etats-Unis,en,3,5,0,0,0,0,0,F
51116,Etats-Unis,es,3,0,0,0,0,0,0,F
51117,Espagne,es,3,0,0,0,0,0,0,F
51118,Canada,en,3,0,0,0,0,0,0,F
51119,France,fr,3,2,0,0,0,0,0,F
51120,Royaume-Uni,en,3,0,0,0,0,0,0,F
51121,Australie,en,3,0,0,0,0,0,0,F
51122,France,fr,3,0,0,0,0,2,0,F
51123,France,fr,3,0,0,0,0,0,0,F
51124,Espagne,es,3,0,0,0,0,0,0,M
51125,Royaume-Uni,en,3,0,0,0,0,0,0,M
51126,Danemark,en,3,0,0,0,0,0,0,M
51127,Royaume-Uni,en,3,0,0,0,0,0,0,F
51128,Espagne,es,3,0,0,0,0,0,0,F
51129,France,fr,3,15,0,0,0,0,0,F
51130,Etats-Unis,en,3,0,0,0,0,0,0,M
51131,Espagne,es,3,0,0,0,0,0,0,F
51132,Pays-Bas,en,3,2,0,0,0,1,0,F
51133,Royaume-Uni,en,3,0,0,0,0,0,0,F
51134,Royaume-Uni,en,3,0,0,0,0,0,0,F
51135,Allemagne,de,3,10,0,0,0,1,0,M
51136,Chine,en,3,0,0,0,0,0,0,F
51137,France,fr,3,0,0,0,0,0,0,M
51138,Su??de,en,3,0,0,0,0,0,0,M
51139,Etats-Unis,en,3,0,0,0,0,0,0,F
51140,Italie,it,3,0,0,0,0,0,0,M
51141,Italie,it,3,0,0,0,0,0,0,F
51142,Italie,it,3,0,0,0,0,0,0,F
51143,Etats-Unis,en,3,0,0,0,0,0,0,F
51144,Royaume-Uni,en,3,0,0,0,0,0,0,F
51145,France,fr,3,0,0,0,0,0,0,F
51146,Allemagne,de,3,0,0,0,0,0,0,F
51147,Chine,en,3,0,0,0,0,0,0,F
51148,Italie,it,3,0,0,0,0,0,0,F
51149,France,fr,3,0,0,0,0,0,0,F
51150,Royaume-Uni,en,3,0,0,0,0,0,0,M
51151,Royaume-Uni,en,3,0,0,0,0,2,0,M
51152,France,fr,3,0,0,0,0,0,1,M
51153,Etats-Unis,en,3,0,0,0,0,0,0,M
51154,Royaume-Uni,en,3,0,0,0,0,0,0,F
51155,Etats-Unis,en,3,74,0,0,0,8,0,F
51156,Etats-Unis,en,3,0,0,0,0,0,0,F
51157,France,fr,3,0,0,0,0,0,0,M
51158,Espagne,es,3,0,0,0,0,0,0,F
51159,France,fr,3,0,0,0,0,0,0,F
51160,France,fr,3,0,0,0,0,0,0,F
51161,France,fr,3,0,0,0,0,0,0,M
51162,Etats-Unis,en,3,0,0,0,0,0,0,F
51163,Hong Kong,en,3,0,0,0,0,0,0,F
51164,Etats-Unis,de,3,0,0,0,0,0,0,F
51165,Irlande,en,3,0,0,0,0,0,0,F
51166,France,fr,3,0,0,0,0,0,0,F
51167,Etats-Unis,en,3,0,0,0,0,0,0,M
51168,Danemark,en,3,0,0,0,0,0,0,F
51169,Hong Kong,en,3,0,0,0,0,0,0,F
51170,Etats-Unis,en,3,0,0,0,0,0,0,M
51171,Jordanie,en,3,0,0,0,0,0,0,F
51172,Espagne,es,3,0,0,0,0,0,0,F
51173,France,fr,3,0,0,0,0,0,0,F
51174,France,fr,3,0,0,0,0,0,0,M
51175,France,fr,3,0,0,0,0,0,0,F
51176,France,fr,3,0,0,0,0,0,0,F
51177,Belgique,fr,3,0,0,0,0,0,0,M
51178,France,fr,3,21,0,0,0,11,6,F
51179,Canada,en,3,0,0,0,0,0,0,M
51180,France,fr,3,0,0,0,0,0,0,M
51181,Italie,en,3,0,0,0,0,0,0,F
51182,France,en,3,0,0,0,0,0,0,F
51183,Etats-Unis,en,3,0,0,0,0,0,0,F
51184,Etats-Unis,en,3,0,0,0,0,0,0,F
51185,Etats-Unis,en,3,0,0,0,0,0,0,M
51186,France,fr,3,0,0,0,0,0,0,F
51187,France,fr,3,0,0,0,0,0,0,M
51188,Autriche,de,3,0,0,0,0,0,0,F
51189,Etats-Unis,en,3,0,0,0,0,0,0,F
51190,Chine,en,3,0,0,0,0,0,0,M
51191,Canada,en,3,0,0,0,0,0,0,F
51192,Etats-Unis,en,3,0,0,0,0,0,0,F
51193,Etats-Unis,en,3,0,0,0,0,0,0,F
51194,Chine,en,3,0,0,0,0,0,0,M
51195,Etats-Unis,en,3,0,0,0,0,0,0,F
51196,Etats-Unis,en,3,0,0,0,0,0,0,F
51197,Allemagne,de,3,0,0,0,0,0,0,M
51198,France,fr,3,0,0,0,0,0,0,F
51199,Etats-Unis,en,3,0,0,0,0,0,0,F
51200,Royaume-Uni,en,3,0,0,0,0,0,0,M
51201,Etats-Unis,en,3,1,0,0,0,1,0,F
51202,Chine,en,3,0,0,0,0,0,0,M
51203,Belgique,en,3,0,0,0,0,0,0,M
51204,Etats-Unis,en,3,0,0,0,0,0,0,F
51205,France,fr,3,0,0,0,0,0,0,F
51206,Canada,en,3,0,0,0,0,0,0,F
51207,France,fr,3,0,0,0,0,0,0,F
51208,Italie,it,3,0,0,0,0,0,0,F
51209,Pologne,en,3,1,0,0,0,0,0,F
51210,Etats-Unis,en,3,1,0,0,0,0,1,F
51211,Danemark,en,3,0,0,0,0,0,0,F
51212,Danemark,en,3,0,0,0,0,0,0,F
51213,Belgique,en,3,0,0,0,0,0,0,M
51214,France,fr,3,0,0,0,0,0,0,F
51215,France,fr,3,0,0,0,0,0,0,F
51216,France,fr,3,0,0,0,0,0,0,M
51217,Etats-Unis,en,3,0,0,0,0,0,0,F
51218,Finlande,en,3,0,0,0,0,0,0,F
51219,Australie,en,3,0,0,0,0,0,0,F
51220,Etats-Unis,es,3,0,0,0,0,0,0,F
51221,Etats-Unis,en,3,0,0,0,0,0,0,F
51222,Royaume-Uni,en,3,12,0,0,0,0,0,F
51223,Espagne,es,3,0,0,0,0,0,0,F
51224,Su??de,en,3,0,0,0,0,0,0,M
51225,Espagne,es,3,0,0,0,0,0,0,M
51226,Etats-Unis,en,3,0,0,0,0,0,0,M
51227,Danemark,en,3,0,0,0,0,0,0,M
51228,Etats-Unis,en,3,0,0,0,0,0,0,M
51229,France,fr,3,0,0,0,0,0,0,M
51230,Royaume-Uni,en,3,0,0,0,0,0,0,M
51231,Etats-Unis,en,3,0,0,0,0,0,0,M
51232,Etats-Unis,en,3,0,0,0,0,0,0,M
51233,France,fr,3,0,0,0,0,0,0,F
51234,Irlande,en,3,0,0,0,0,0,0,F
51235,Allemagne,de,3,0,0,0,0,0,0,M
51236,France,fr,3,0,0,0,0,0,0,F
51237,Royaume-Uni,en,3,0,0,0,0,0,0,F
51238,France,fr,3,0,0,0,0,0,0,F
51239,Etats-Unis,en,3,1,0,0,0,0,0,M
51240,France,en,3,0,0,0,0,0,0,F
51241,Belgique,en,3,0,0,0,0,0,0,M
51242,Su??de,en,3,0,0,0,0,0,0,M
51243,France,en,3,0,0,0,0,0,0,M
51244,France,en,3,0,0,0,0,0,0,M
51245,France,fr,3,8,0,0,0,0,0,F
51246,France,en,3,0,0,0,0,0,0,F
51247,Royaume-Uni,en,3,0,0,0,0,0,0,F
51248,France,fr,3,0,0,0,0,0,0,F
51249,Etats-Unis,fr,3,0,0,0,0,0,0,M
51250,Royaume-Uni,en,3,0,0,0,0,0,0,F
51251,Norv??ge,en,3,0,0,0,0,0,0,F
51252,Etats-Unis,en,3,0,0,0,0,0,0,F
51253,France,fr,3,0,0,0,0,0,0,F
51254,Etats-Unis,en,3,0,0,0,0,0,0,F
51255,Italie,it,3,1,0,0,0,1,0,F
51256,Belgique,en,3,0,0,0,0,0,0,F
51257,Etats-Unis,en,3,0,0,0,0,0,0,F
51258,France,fr,3,0,0,0,0,0,0,M
51259,France,fr,3,0,0,0,0,0,0,F
51260,Etats-Unis,en,3,0,0,0,0,0,0,F
51261,Italie,it,3,0,0,0,0,0,0,F
51262,Belgique,fr,3,0,0,0,0,0,0,F
51263,France,en,3,0,0,0,0,0,0,M
51264,France,fr,3,0,0,0,0,0,0,F
51265,France,fr,3,0,0,0,0,0,0,M
51266,Royaume-Uni,en,3,0,0,0,0,1,0,M
51267,France,fr,3,0,0,0,0,0,0,F
51268,Italie,it,3,0,0,0,0,0,0,F
51269,Allemagne,de,3,0,0,0,0,0,0,F
51270,Su??de,en,3,0,0,0,0,0,0,F
51271,Australie,en,3,0,0,0,0,0,0,M
51272,Etats-Unis,en,3,0,0,0,0,0,0,F
51273,Royaume-Uni,en,3,0,0,0,0,0,0,M
51274,Royaume-Uni,en,3,0,0,0,0,0,0,F
51275,Etats-Unis,en,3,0,0,0,0,0,0,F
51276,France,fr,3,0,0,0,0,0,0,M
51277,Etats-Unis,en,3,0,0,0,0,0,0,M
51278,Su??de,en,3,0,0,0,0,0,0,F
51279,France,en,3,0,0,0,0,0,0,M
51280,Italie,it,3,0,0,0,0,0,0,M
51281,Royaume-Uni,en,3,0,0,0,0,0,0,M
51282,France,it,3,0,0,0,0,0,0,M
51283,Etats-Unis,en,3,0,0,0,0,0,0,M
51284,Etats-Unis,en,3,0,0,0,0,0,0,F
51285,Italie,it,3,0,0,0,0,1,0,F
51286,Espagne,es,3,0,0,0,0,0,0,F
51287,Etats-Unis,en,3,0,0,0,0,0,0,F
51288,Etats-Unis,en,3,0,0,0,0,0,0,F
51289,Gr??ce,it,3,0,0,0,0,0,0,F
51290,Etats-Unis,en,3,0,0,0,0,0,0,M
51291,France,fr,3,0,0,0,0,0,0,F
51292,Etats-Unis,en,3,0,0,0,0,0,0,F
51293,Allemagne,de,3,0,0,0,0,0,0,F
51294,France,fr,3,0,0,0,0,0,0,F
51295,France,fr,3,0,0,0,0,0,0,F
51296,France,fr,3,0,0,0,0,0,0,F
51297,France,fr,3,0,0,0,0,0,0,F
51298,Etats-Unis,en,3,0,0,0,0,0,0,F
51299,Suisse,de,3,0,0,0,0,0,0,F
51300,Etats-Unis,fr,3,0,0,0,0,0,0,F
51301,Royaume-Uni,en,3,0,0,0,0,0,0,F
51302,France,fr,3,0,0,0,0,0,0,F
51303,Suisse,de,3,41,0,0,0,21,1,F
51304,France,fr,3,0,0,0,0,0,0,M
51305,Br??sil,en,3,0,0,0,0,0,0,F
51306,Australie,en,3,0,0,0,0,0,0,M
51307,Royaume-Uni,en,3,25,0,0,0,0,0,F
51308,Etats-Unis,en,3,0,0,0,0,0,0,F
51309,France,fr,3,8,0,0,0,0,0,F
51310,Argentine,en,3,0,0,0,0,0,0,F
51311,France,fr,3,0,0,0,0,0,0,F
51312,France,fr,3,0,0,0,0,0,0,F
51313,Australie,en,3,0,0,0,0,0,0,M
51314,Pays-Bas,en,3,0,0,0,0,0,0,F
51315,Etats-Unis,en,3,0,0,0,0,0,0,F
51316,Etats-Unis,en,3,0,0,0,0,0,0,F
51317,Chine,en,3,0,0,0,0,0,0,F
51318,France,fr,3,0,0,0,0,0,0,M
51319,Chine,en,3,0,0,0,0,0,0,F
51320,Allemagne,de,3,0,0,0,0,0,0,F
51321,Italie,it,3,0,0,0,0,10,0,F
51322,Gr??ce,it,3,0,0,0,0,0,0,F
51323,France,fr,3,0,0,0,0,0,0,F
51324,Royaume-Uni,en,3,0,0,0,0,1,0,F
51325,Allemagne,de,3,0,0,0,0,0,0,M
51326,Etats-Unis,en,3,0,0,0,0,0,0,F
51327,France,fr,3,0,0,0,0,0,0,F
51328,Italie,it,3,0,0,0,0,0,0,F
51329,France,fr,3,0,0,0,0,0,0,F
51330,France,fr,3,0,0,0,0,0,0,F
51331,Espagne,es,3,0,0,0,0,0,0,F
51332,France,fr,3,8,0,0,0,7,0,F
51333,Allemagne,de,3,0,0,0,0,0,0,F
51334,Etats-Unis,en,3,0,0,0,0,0,0,F
51335,Australie,en,3,0,0,0,0,0,0,M
51336,France,fr,3,0,0,0,0,0,0,M
51337,Su??de,en,3,0,0,0,0,0,0,M
51338,Etats-Unis,en,3,0,0,0,0,0,0,F
51339,Australie,en,3,0,0,0,0,0,0,F
51340,France,fr,3,0,0,0,0,0,0,F
51341,France,fr,3,0,0,0,0,0,0,F
51342,Etats-Unis,en,3,0,0,0,0,0,0,M
51343,France,fr,3,0,0,0,0,0,0,F
51344,Etats-Unis,en,3,0,0,0,0,0,0,M
51345,Italie,it,3,0,0,0,0,0,0,F
51346,Royaume-Uni,en,3,0,0,0,0,0,0,F
51347,Canada,fr,3,0,0,0,0,0,0,F
51348,Belgique,en,3,0,0,0,0,0,0,F
51349,Etats-Unis,en,3,0,0,0,0,0,0,F
51350,Etats-Unis,en,3,0,0,0,0,0,0,F
51351,France,fr,3,0,0,0,0,0,0,F
51352,Australie,en,3,0,0,0,0,0,0,F
51353,France,fr,3,0,0,0,0,0,0,F
51354,Etats-Unis,en,3,0,0,0,0,0,0,F
51355,Royaume-Uni,en,3,1,0,0,0,0,0,F
51356,Italie,it,3,0,0,0,0,1,0,F
51357,Etats-Unis,en,3,0,0,0,0,0,0,F
51358,Etats-Unis,en,3,0,0,0,0,0,0,F
51359,France,fr,3,0,0,0,0,0,0,F
51360,Espagne,es,3,0,0,0,0,0,0,F
51361,France,fr,3,0,0,0,0,0,0,F
51362,France,fr,3,0,0,0,0,0,0,F
51363,Norv??ge,en,3,0,0,0,0,0,0,F
51364,Royaume-Uni,en,3,0,0,0,0,0,0,F
51365,Allemagne,de,3,2,0,0,0,0,0,F
51366,Etats-Unis,en,3,0,0,0,0,0,0,F
51367,France,en,3,0,0,0,0,0,0,M
51368,France,en,3,0,0,0,0,0,0,M
51369,Etats-Unis,en,3,0,0,0,0,0,0,F
51370,Gabon,fr,3,0,0,0,0,0,0,M
51371,Etats-Unis,en,3,0,0,0,0,0,0,F
51372,Allemagne,de,3,5,0,0,0,0,0,F
51373,France,fr,3,0,0,0,0,0,0,M
51374,Royaume-Uni,en,3,0,0,0,0,0,0,F
51375,France,fr,3,0,0,0,0,0,0,F
51376,Su??de,en,3,0,0,0,0,0,0,F
51377,Italie,it,3,0,0,0,0,0,0,F
51378,Russie,en,3,0,0,0,0,0,0,F
51379,Royaume-Uni,en,3,0,0,0,0,0,0,F
51380,Royaume-Uni,en,3,0,0,0,0,0,0,F
51381,France,en,3,0,0,0,0,0,0,M
51382,Israel,en,3,0,0,0,0,0,0,F
51383,France,fr,3,0,0,0,0,0,0,F
51384,Mexique,es,3,0,0,0,0,0,0,F
51385,Allemagne,de,3,5,0,0,0,1,0,F
51386,Su??de,en,3,0,0,0,0,0,0,F
51387,France,fr,3,0,0,0,0,0,0,F
51388,Etats-Unis,en,3,0,0,0,0,0,0,F
51389,Etats-Unis,en,3,0,0,0,0,0,0,F
51390,Espagne,es,3,0,0,0,0,0,0,F
51391,Etats-Unis,en,3,3,0,0,0,0,0,F
51392,Etats-Unis,en,3,0,0,0,0,0,0,F
51393,France,fr,3,3,0,0,0,0,0,F
51394,Italie,it,3,0,0,0,0,1,0,F
51395,Etats-Unis,en,3,0,0,0,0,0,0,F
51396,Etats-Unis,en,3,0,0,0,0,0,0,F
51397,France,fr,3,0,0,0,0,0,0,F
51398,Belgique,fr,3,0,0,0,0,0,0,M
51399,Etats-Unis,en,3,0,0,0,0,0,0,F
51400,Etats-Unis,en,3,0,0,0,0,0,0,M
51401,France,fr,3,0,0,0,0,0,0,F
51402,Etats-Unis,en,3,0,0,0,0,0,0,F
51403,France,fr,3,0,4,0,0,0,0,F
51404,Espagne,es,3,0,0,0,0,0,0,F
51405,Danemark,en,3,0,0,0,0,0,0,M
51406,France,fr,3,1,0,0,0,0,0,F
51407,Danemark,en,3,2,0,0,0,0,0,F
51408,Etats-Unis,en,3,7,0,0,0,1,0,F
51409,Royaume-Uni,en,3,0,0,0,0,0,0,M
51410,Espagne,es,3,0,0,0,0,0,0,F
51411,Etats-Unis,en,3,0,0,0,0,0,0,F
51412,Australie,en,3,0,0,0,0,0,0,F
51413,Finlande,en,3,0,0,0,0,0,0,F
51414,Royaume-Uni,en,3,0,0,0,0,0,0,F
51415,Canada,en,3,0,0,0,0,0,0,F
51416,Suisse,de,3,104,0,0,0,6,2,F
51417,Royaume-Uni,en,3,0,0,0,0,0,1,F
51418,France,fr,3,0,0,0,0,0,0,F
51419,Finlande,en,3,1,0,0,0,1,0,M
51420,Etats-Unis,fr,3,0,0,0,0,0,0,M
51421,Royaume-Uni,en,3,0,0,0,0,1,0,F
51422,Etats-Unis,en,3,0,0,0,0,0,0,F
51423,France,fr,3,0,0,0,0,0,0,F
51424,Italie,it,3,0,0,0,0,0,0,F
51425,Espagne,es,3,0,0,0,0,0,0,F
51426,France,fr,3,0,0,0,0,0,0,F
51427,Etats-Unis,en,3,2,0,0,0,0,0,F
51428,Royaume-Uni,en,3,0,0,0,0,0,0,F
51429,Espagne,es,3,0,0,0,0,0,0,F
51430,Italie,it,3,0,0,0,0,0,0,F
51431,France,fr,3,0,0,0,0,0,0,F
51432,Royaume-Uni,en,3,5,0,0,0,0,0,F
51433,Royaume-Uni,en,3,0,0,0,0,0,0,F
51434,Etats-Unis,en,3,0,0,0,0,0,0,F
51435,France,fr,3,0,0,0,0,0,0,F
51436,Etats-Unis,en,3,0,0,0,0,0,0,F
51437,Royaume-Uni,en,3,0,0,0,0,0,0,M
51438,Royaume-Uni,en,3,0,0,0,0,0,0,F
51439,Etats-Unis,en,3,14,0,0,0,1,0,F
51440,Espagne,en,3,0,0,0,0,0,0,F
51441,Etats-Unis,en,3,0,0,0,0,0,0,F
51442,Allemagne,de,3,0,0,0,0,0,1,F
51443,Etats-Unis,en,3,0,0,0,0,0,0,F
51444,Royaume-Uni,en,3,0,0,0,0,0,0,F
51445,Etats-Unis,en,3,0,0,0,0,0,0,F
51446,Etats-Unis,en,3,0,0,0,0,0,0,F
51447,Etats-Unis,en,3,0,0,0,0,0,0,F
51448,Etats-Unis,en,3,0,0,0,0,0,0,F
51449,Su??de,en,3,0,0,0,0,0,0,M
51450,Espagne,es,3,0,0,0,0,0,0,F
51451,Royaume-Uni,en,3,0,0,0,0,0,0,F
51452,Nouvelle Z??lande,en,3,0,0,0,0,0,0,F
51453,Allemagne,de,3,0,0,0,0,0,0,F
51454,Etats-Unis,en,3,0,0,0,0,0,0,F
51455,Mexique,es,3,0,0,0,0,0,0,F
51456,Italie,it,3,0,0,0,0,0,0,F
51457,France,fr,3,0,0,0,0,0,0,F
51458,Italie,it,3,0,0,0,0,0,0,F
51459,Royaume-Uni,en,3,0,0,0,0,0,0,M
51460,Royaume-Uni,en,3,0,0,0,0,0,0,F
51461,France,fr,3,0,0,0,0,0,0,M
51462,Allemagne,de,3,0,0,0,0,0,0,F
51463,Royaume-Uni,en,3,0,0,0,0,0,0,F
51464,Etats-Unis,en,3,2,0,0,0,0,0,F
51465,Etats-Unis,en,3,0,0,0,0,0,0,F
51466,Royaume-Uni,en,3,0,0,0,0,0,0,M
51467,Danemark,en,3,0,0,0,0,0,0,M
51468,Irlande,en,3,0,0,0,0,0,0,M
51469,Italie,it,3,0,0,0,0,0,0,M
51470,Allemagne,de,3,0,0,0,0,11,0,F
51471,Luxembourg,de,3,0,0,0,0,0,0,F
51472,France,fr,3,0,0,0,0,0,0,F
51473,Su??de,en,3,4,0,0,0,0,0,F
51474,France,fr,3,0,0,0,0,0,0,F
51475,France,fr,3,0,0,0,0,0,0,F
51476,Irlande,en,3,0,0,0,0,0,0,F
51477,France,fr,3,0,0,0,0,0,0,M
51478,France,en,3,0,0,0,0,0,0,F
51479,France,en,3,0,0,0,0,0,0,M
51480,Etats-Unis,en,3,0,0,0,0,0,0,F
51481,France,fr,3,0,0,0,0,0,0,F
51482,Italie,it,3,0,0,0,0,0,0,F
51483,France,en,3,0,0,0,0,0,0,M
51484,Etats-Unis,en,3,0,0,0,0,0,0,M
51485,France,fr,3,0,0,0,0,0,0,F
51486,Etats-Unis,en,3,2,0,0,0,0,0,F
51487,France,fr,3,0,0,0,0,0,0,F
51488,Italie,it,3,0,0,0,0,0,0,F
51489,France,en,3,0,0,0,0,0,0,M
51490,Etats-Unis,en,3,11,0,0,0,0,0,F
51491,France,fr,3,0,0,0,0,0,0,M
51492,??quateur,es,3,0,0,0,0,0,0,F
51493,Etats-Unis,en,3,0,0,0,0,0,0,F
51494,Espagne,es,3,0,0,0,0,0,0,F
51495,Allemagne,de,3,0,0,0,0,0,0,F
51496,Etats-Unis,en,3,0,0,0,0,0,0,F
51497,France,fr,3,0,0,0,0,0,0,F
51498,France,fr,3,5,0,0,0,36,6,M
51499,Etats-Unis,en,3,0,0,0,0,0,0,F
51500,Italie,it,3,0,0,0,0,0,0,F
51501,Etats-Unis,en,3,0,0,0,0,0,0,M
51502,Italie,it,3,0,0,0,0,0,0,F
51503,Allemagne,de,3,0,0,0,0,0,0,F
51504,France,fr,3,0,0,0,0,0,0,F
51505,Italie,it,3,0,0,0,0,0,0,M
51506,Etats-Unis,en,3,0,0,0,0,0,0,F
51507,Etats-Unis,en,3,7,0,0,0,3,0,F
51508,Etats-Unis,en,3,0,0,0,0,0,0,F
51509,Etats-Unis,en,3,7,0,0,0,1,0,F
51510,Etats-Unis,es,3,0,0,0,0,0,0,F
51511,Etats-Unis,en,3,0,0,0,0,0,0,F
51512,Pays-Bas,en,3,12,0,0,0,4,0,F
51513,Royaume-Uni,en,3,0,0,0,0,0,0,M
51514,Etats-Unis,en,3,0,0,0,0,0,0,F
51515,France,fr,3,0,0,0,0,0,0,M
51516,Etats-Unis,en,3,12,0,0,0,3,0,F
51517,France,fr,3,10,0,0,0,0,2,F
51518,Etats-Unis,en,3,133,0,0,0,36,0,F
51519,France,fr,3,0,0,0,0,0,0,F
51520,Etats-Unis,en,3,0,0,0,0,0,0,F
51521,Australie,en,3,0,0,0,0,0,0,F
51522,Etats-Unis,en,3,3,0,0,0,5,0,F
51523,Pays-Bas,en,3,0,0,0,0,0,0,F
51524,France,fr,3,5,0,0,0,0,0,F
51525,Etats-Unis,en,3,0,0,0,0,0,0,F
51526,Puerto Rico,en,3,2,0,0,0,1,0,F
51527,Etats-Unis,en,3,0,0,0,0,0,0,F
51528,Philippines,en,3,0,0,0,0,0,0,F
51529,Pays-Bas,en,3,6,0,0,0,0,0,F
51530,Hong Kong,en,3,0,0,0,0,0,0,F
51531,Su??de,en,3,4,0,0,0,0,0,F
51532,Etats-Unis,en,3,0,0,0,0,0,0,M
51533,Russie,en,3,0,0,0,0,0,0,F
51534,Italie,it,3,0,0,0,0,0,0,F
51535,Royaume-Uni,en,3,0,0,0,0,0,0,F
51536,Royaume-Uni,en,3,0,0,0,0,0,0,F
51537,Belgique,fr,3,1,0,0,0,1,0,F
51538,France,fr,3,0,0,0,0,0,0,F
51539,France,fr,3,0,0,0,0,0,0,F
51540,Etats-Unis,en,3,0,0,0,0,0,0,F
51541,Italie,it,3,0,0,0,0,0,0,F
51542,France,fr,3,0,0,0,0,0,0,M
51543,Canada,en,3,1,0,0,0,0,0,F
51544,Italie,en,3,0,0,0,0,0,0,F
51545,Etats-Unis,en,3,0,0,0,0,0,0,M
51546,France,fr,3,0,0,0,0,0,0,F
51547,Espagne,es,3,0,0,0,0,0,0,F
51548,Espagne,es,3,0,0,0,0,0,0,F
51549,Royaume-Uni,en,3,0,0,0,0,0,0,F
51550,France,fr,3,0,0,0,0,0,0,F
51551,Royaume-Uni,en,3,0,0,0,0,0,0,F
51552,France,fr,3,2,0,0,0,0,0,M
51553,Canada,en,3,0,0,0,0,0,0,F
51554,Su??de,en,3,0,0,0,0,1,0,F
51555,Etats-Unis,en,3,0,0,0,0,0,0,F
51556,Espagne,en,3,0,0,0,0,0,0,M
51557,Etats-Unis,en,3,0,0,0,0,0,0,F
51558,Etats-Unis,en,3,0,0,0,0,0,0,M
51559,France,fr,3,0,0,0,0,3,0,F
51560,Australie,en,3,0,0,0,0,0,0,M
51561,Su??de,en,3,0,0,0,0,0,0,M
51562,France,en,3,0,0,0,0,0,0,M
51563,Etats-Unis,en,3,0,0,0,0,0,0,F
51564,Royaume-Uni,en,3,0,0,0,0,0,0,F
51565,Royaume-Uni,en,3,4,0,0,0,0,0,F
51566,Royaume-Uni,en,3,0,0,0,0,0,0,F
51567,Belgique,en,3,0,0,0,0,0,0,F
51568,Royaume-Uni,en,3,8,0,0,0,45,0,F
51569,France,fr,3,1,0,0,0,0,0,F
51570,France,fr,3,0,0,0,0,0,0,F
51571,Royaume-Uni,en,3,2,0,0,0,0,0,F
51572,Etats-Unis,en,3,23,0,0,0,0,0,F
51573,Allemagne,it,3,0,0,0,0,0,0,F
51574,Italie,it,3,0,0,0,0,0,0,M
51575,Etats-Unis,en,3,0,0,0,0,0,0,F
51576,Royaume-Uni,en,3,0,0,0,0,0,0,F
51577,France,fr,3,0,0,0,0,0,0,F
51578,Etats-Unis,en,3,0,0,0,0,0,0,F
51579,Israel,en,3,0,0,0,0,0,0,M
51580,Espagne,es,3,0,0,0,0,0,0,F
51581,Etats-Unis,en,3,0,0,0,0,0,0,F
51582,France,fr,3,0,0,0,0,0,0,F
51583,Royaume-Uni,en,3,0,0,0,0,0,0,F
51584,Etats-Unis,en,3,0,0,0,0,0,0,F
51585,Cambodge,en,3,0,0,0,0,0,0,F
51586,France,fr,3,0,0,0,0,0,0,F
51587,Canada,en,3,0,0,0,0,0,0,F
51588,France,fr,3,0,0,0,0,0,0,M
